DATE,target,population,income,gdp,unemployed_rate,mortgage_rate,emratio,permit,labor_percent,monthly_supply,house_st,msp_us,ppi_cement,ppi_concrete,all_const_emp,home_ow_rate,p_saving_rate,new_private_house,new_private_hw_under,uni_michi_sentiment
2003-01-26,11212.639277777778,817.7193548387097,66.4,1681.4193548387098,128.19554838709678,62.5,1672.3548387096776,5.9071428571428575,4.403225806451613,187611.11111111112,151.0806451612903,152.03225806451613,1845.0967741935483,9295.01935483871,289568.4516129032,5.219354838709678,68.12777777777778,80.38387096774194,1044.967741935484,5.880645161290323
2003-01-27,11214.17968888889,817.7161290322581,66.4,1682.516129032258,128.21729032258065,62.5,1665.1290322580644,5.905714285714286,4.419354838709677,187675.55555555556,151.08387096774194,152.09354838709677,1846.5806451612902,9295.216129032258,289574.70967741933,5.216129032258064,68.12888888888888,80.30322580645162,1044.8064516129032,5.883870967741935
2003-01-28,11215.7201,817.7129032258065,66.4,1683.6129032258063,128.2390322580645,62.5,1657.9032258064517,5.904285714285715,4.435483870967742,187740.0,151.08709677419355,152.15483870967742,1848.0645161290322,9295.412903225808,289580.96774193546,5.212903225806452,68.13,80.2225806451613,1044.6451612903227,5.887096774193549
2003-01-29,11217.260511111112,817.7096774193549,66.4,1684.7096774193549,128.26077419354837,62.5,1650.6774193548388,5.902857142857143,4.451612903225806,187804.44444444444,151.09032258064516,152.21612903225807,1849.5483870967741,9295.609677419356,289587.22580645164,5.209677419354839,68.13111111111111,80.14193548387098,1044.483870967742,5.890322580645162
2003-01-30,11218.800922222223,817.7064516129033,66.4,1685.8064516129032,128.28251612903225,62.5,1643.4516129032259,5.901428571428572,4.467741935483871,187868.88888888888,151.09354838709677,152.2774193548387,1851.032258064516,9295.806451612903,289593.48387096776,5.206451612903226,68.13222222222223,80.06129032258065,1044.3225806451612,5.893548387096774
2003-01-31,11220.341333333334,817.7032258064517,66.4,1686.9032258064517,128.30425806451612,62.5,1636.225806451613,5.9,4.483870967741936,187933.33333333334,151.09677419354838,152.33870967741936,1852.516129032258,9296.003225806453,289599.7419354839,5.203225806451613,68.13333333333333,79.98064516129033,1044.1612903225807,5.896774193548388
2003-02-01,11221.881744444445,817.7,66.4,1688.0,128.326,62.5,1629.0,5.897142857142858,4.5,187997.77777777778,151.1,152.4,1854.0,9296.2,289606.0,5.2,68.13444444444444,79.9,1044.0,5.9
2003-02-02,11223.422155555556,817.8214285714287,66.39642857142857,1686.2142857142858,128.36107142857142,62.496428571428574,1632.4642857142858,5.894285714285714,4.485714285714286,188062.22222222222,151.1,152.44642857142858,1850.5357142857142,9297.542857142858,289613.25,5.189285714285714,68.13555555555556,79.81785714285715,1044.0,5.9
2003-02-03,11224.962566666667,817.9428571428572,66.39285714285715,1684.4285714285713,128.39614285714285,62.49285714285714,1635.9285714285713,5.8914285714285715,4.4714285714285715,188126.66666666666,151.1,152.49285714285713,1847.0714285714287,9298.885714285714,289620.5,5.178571428571429,68.13666666666667,79.7357142857143,1044.0,5.9
2003-02-04,11226.502977777778,818.0642857142858,66.38928571428572,1682.642857142857,128.43121428571428,62.489285714285714,1639.392857142857,5.888571428571429,4.457142857142857,188191.11111111112,151.1,152.5392857142857,1843.607142857143,9300.228571428572,289627.75,5.167857142857143,68.13777777777777,79.65357142857144,1044.0,5.9
2003-02-05,11228.04338888889,818.1857142857143,66.38571428571429,1680.857142857143,128.4662857142857,62.48571428571429,1642.857142857143,5.885714285714286,4.442857142857143,188255.55555555556,151.1,152.5857142857143,1840.142857142857,9301.57142857143,289635.0,5.1571428571428575,68.13888888888889,79.57142857142857,1044.0,5.9
2003-02-06,11229.5838,818.3071428571429,66.38214285714287,1679.0714285714287,128.50135714285713,62.482142857142854,1646.3214285714287,5.882857142857143,4.428571428571429,188320.0,151.1,152.63214285714287,1836.6785714285713,9302.914285714287,289642.25,5.146428571428571,68.14,79.48928571428571,1044.0,5.9
2003-02-07,11231.124211111111,818.4285714285714,66.37857142857143,1677.2857142857142,128.53642857142856,62.47857142857143,1649.7857142857142,5.88,4.414285714285715,188384.44444444444,151.1,152.67857142857144,1833.2142857142858,9304.257142857143,289649.5,5.135714285714286,68.14111111111112,79.40714285714286,1044.0,5.9
2003-02-08,11232.664622222223,818.5500000000001,66.375,1675.5,128.5715,62.475,1653.25,5.877142857142857,4.4,188448.88888888888,151.1,152.725,1829.75,9305.6,289656.75,5.125,68.14222222222222,79.325,1044.0,5.9
2003-02-09,11234.205033333334,818.6714285714286,66.37142857142858,1673.7142857142858,128.6065714285714,62.47142857142857,1656.7142857142858,5.8742857142857146,4.385714285714285,188513.33333333334,151.1,152.77142857142857,1826.2857142857142,9306.942857142858,289664.0,5.114285714285715,68.14333333333333,79.24285714285715,1044.0,5.9
2003-02-10,11235.745444444445,818.7928571428572,66.36785714285715,1671.9285714285713,128.64164285714284,62.46785714285714,1660.1785714285713,5.871428571428572,4.371428571428571,188577.77777777778,151.1,152.81785714285715,1822.8214285714287,9308.285714285714,289671.25,5.103571428571429,68.14444444444445,79.16071428571429,1044.0,5.9
2003-02-11,11237.285855555556,818.9142857142857,66.36428571428571,1670.142857142857,128.67671428571427,62.464285714285715,1663.642857142857,5.868571428571428,4.357142857142857,188642.22222222222,151.1,152.8642857142857,1819.357142857143,9309.628571428571,289678.5,5.092857142857143,68.14555555555556,79.07857142857144,1044.0,5.9
2003-02-12,11238.826266666667,819.0357142857143,66.3607142857143,1668.357142857143,128.7117857142857,62.46071428571428,1667.107142857143,5.865714285714286,4.3428571428571425,188706.66666666666,151.1,152.91071428571428,1815.892857142857,9310.971428571429,289685.75,5.082142857142857,68.14666666666666,78.99642857142857,1044.0,5.9
